last,first,pos,num,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
JENNER,BOONE,C,38,56.0,0.0,0.0,56.0,24.0,17.0,15.0,0.0,42.0,44.0,10.0,2.0,243.0,180.0,255.0,225.0,50.0,6.0,0.0,18.0,5.0,11.0,7.0,3.0,11.0,0.0,1.0
KEARNS,BRACKEN,C,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENING,COLIN,C,38,27.0,0.0,0.0,27.0,10.0,13.0,4.0,0.0,19.0,19.0,8.0,0.0,116.0,85.0,74.0,68.0,22.0,4.0,1.0,5.0,0.0,3.0,5.0,3.0,9.0,0.0,2.0
HALEY,MICHEAL,C,38,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,25.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GRAGNANI,MARC-ANDRE,D,38,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,16.0,12.0,6.0,5.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SANTINI,STEVEN,D,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMAS,CHRISTIAN,L,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIDDLER,VERNON,L,38,55.0,1.0,0.0,54.0,17.0,22.0,16.0,0.0,51.0,53.0,0.0,2.0,179.0,166.0,222.0,149.0,52.0,2.0,1.0,29.0,5.0,2.0,11.0,2.0,4.0,0.0,2.0
ARVIDSSON,VIKTOR,L,38,37.0,0.0,0.0,37.0,16.0,11.0,10.0,0.0,37.0,37.0,0.0,0.0,141.0,138.0,113.0,109.0,31.0,5.0,1.0,19.0,7.0,4.0,3.0,0.0,4.0,0.0,0.0
HARTMAN,RYAN,R,38,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,6.0,6.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUTURE,LOGAN,C,39,54.0,0.0,1.0,53.0,16.0,20.0,16.0,2.0,34.0,36.0,18.0,0.0,215.0,128.0,140.0,116.0,47.0,4.0,3.0,26.0,9.0,11.0,2.0,3.0,3.0,0.0,0.0
CHAPUT,MICHAEL,C,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYLANDER,WILLIAM,C,39,30.0,1.0,0.0,29.0,9.0,12.0,7.0,2.0,15.0,18.0,12.0,0.0,106.0,69.0,60.0,55.0,24.0,4.0,2.0,19.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0
PROSSER,NATE,D,39,9.0,0.0,1.0,8.0,4.0,4.0,1.0,0.0,8.0,8.0,0.0,1.0,83.0,80.0,153.0,120.0,7.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
HELGESON,SETH,D,39,9.0,0.0,0.0,9.0,0.0,5.0,4.0,0.0,9.0,9.0,0.0,0.0,48.0,46.0,59.0,55.0,9.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSTROM,TOBY,D,39,26.0,0.0,0.0,26.0,11.0,7.0,8.0,0.0,24.0,24.0,2.0,0.0,250.0,211.0,247.0,203.0,26.0,0.0,0.0,9.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0
NILSSON,ANDERS,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,237.0,306.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZANEC,MAREK,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDON,MIKE,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,460.0,564.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELESKEY,MATT,L,39,98.0,0.0,6.0,92.0,36.0,25.0,36.0,1.0,87.0,94.0,4.0,0.0,263.0,202.0,264.0,244.0,84.0,12.0,2.0,56.0,12.0,13.0,2.0,2.0,13.0,0.0,0.0
MANTHA,ANTHONY,R,39,6.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,5.0,6.0,0.0,0.0,26.0,19.0,22.0,22.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
BAUN,KYLE,R,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DILLON,BRENDEN,D,4,40.0,1.0,1.0,38.0,12.0,13.0,15.0,0.0,38.0,38.0,1.0,1.0,230.0,224.0,235.0,207.0,35.0,4.0,1.0,19.0,14.0,5.0,0.0,1.0,0.0,0.0,1.0
FOWLER,CAM,D,4,45.0,1.0,0.0,44.0,14.0,16.0,15.0,0.0,26.0,28.0,16.0,1.0,376.0,244.0,319.0,232.0,40.0,3.0,2.0,19.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0
GUNNARSSON,CARL,D,4,25.0,0.0,0.0,25.0,4.0,12.0,9.0,0.0,22.0,25.0,0.0,0.0,194.0,179.0,225.0,169.0,24.0,1.0,0.0,11.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0
OLSEN,DYLAN,D,4,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,17.0,17.0,26.0,26.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,4,21.0,0.0,0.0,21.0,7.0,8.0,6.0,0.0,18.0,19.0,2.0,0.0,84.0,73.0,73.0,64.0,17.0,3.0,1.0,1.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0
DEMERS,JASON,D,4,58.0,0.0,1.0,57.0,22.0,25.0,11.0,0.0,44.0,49.0,8.0,1.0,289.0,242.0,275.0,191.0,50.0,6.0,2.0,25.0,21.0,10.0,0.0,0.0,2.0,0.0,0.0
GORGES,JOSH,D,4,33.0,1.0,0.0,32.0,10.0,11.0,12.0,0.0,32.0,32.0,0.0,1.0,224.0,209.0,360.0,285.0,31.0,2.0,0.0,13.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0
SCHULTZ,JUSTIN,D,4,11.0,0.0,0.0,11.0,2.0,4.0,5.0,0.0,10.0,10.0,1.0,0.0,44.0,31.0,45.0,41.0,9.0,0.0,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
CONNAUTON,KEVIN,D,4,16.0,0.0,1.0,15.0,5.0,4.0,7.0,0.0,16.0,16.0,0.0,0.0,72.0,65.0,70.0,66.0,15.0,0.0,1.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
RUSSELL,KRIS,D,4,44.0,1.0,0.0,43.0,11.0,17.0,16.0,0.0,33.0,35.0,9.0,0.0,206.0,171.0,232.0,192.0,41.0,2.0,1.0,26.0,10.0,3.0,3.0,0.0,2.0,0.0,0.0
REILLY,MIKE,D,4,6.0,1.0,0.0,5.0,2.0,3.0,1.0,0.0,5.0,5.0,1.0,0.0,68.0,54.0,69.0,63.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
HJALMARSSON,NIKLAS,D,4,36.0,1.0,0.0,35.0,16.0,9.0,11.0,0.0,33.0,35.0,1.0,0.0,283.0,259.0,359.0,260.0,33.0,2.0,1.0,11.0,18.0,1.0,3.0,0.0,2.0,0.0,1.0
POSTMA,PAUL,D,4,13.0,0.0,0.0,13.0,5.0,5.0,2.0,1.0,9.0,10.0,3.0,0.0,49.0,43.0,52.0,51.0,12.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
SCUDERI,ROB,D,4,6.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,69.0,68.0,106.0,71.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLIS,RYAN,D,4,48.0,0.0,1.0,47.0,17.0,12.0,18.0,1.0,37.0,38.0,9.0,1.0,299.0,253.0,249.0,208.0,40.0,3.0,5.0,15.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0
CHORNEY,TAYLOR,D,4,18.0,0.0,0.0,18.0,8.0,3.0,7.0,0.0,18.0,18.0,0.0,0.0,132.0,127.0,172.0,139.0,18.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
BARRIE,TYSON,D,4,59.0,2.0,1.0,56.0,21.0,15.0,22.0,1.0,42.0,49.0,10.0,0.0,343.0,242.0,367.0,323.0,48.0,5.0,6.0,31.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0
MICHALEK,ZBYNEK,D,4,23.0,0.0,2.0,21.0,10.0,7.0,6.0,0.0,22.0,22.0,0.0,1.0,168.0,159.0,316.0,231.0,22.0,1.0,0.0,7.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0
HALL,TAYLOR,L,4,82.0,0.0,2.0,80.0,22.0,26.0,30.0,4.0,65.0,73.0,9.0,0.0,324.0,237.0,257.0,226.0,72.0,7.0,3.0,40.0,6.0,13.0,5.0,2.0,16.0,0.0,0.0
SUNDQVIST,OSKAR,C,40,6.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0,25.0,25.0,42.0,39.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
CARPENTER,RYAN,C,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECAVALIER,VINCENT,C,40,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,11.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCRIVENS,BEN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,104.0,150.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTSHULLER,DANIEL,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBNYK,DEVAN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,554.0,778.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOENFELD,NATHAN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEHNER,ROBIN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,175.0,226.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASK,TUUKKA,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,527.0,783.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANIS,YANN,G,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANGUAY,ALEX,L,40,24.0,0.0,0.0,24.0,9.0,4.0,11.0,0.0,21.0,22.0,2.0,0.0,199.0,147.0,241.0,208.0,21.0,3.0,0.0,15.0,4.0,1.0,0.0,3.0,1.0,0.0,0.0
ZETTERBERG,HENRIK,L,40,82.0,0.0,0.0,82.0,22.0,32.0,25.0,3.0,53.0,57.0,25.0,0.0,338.0,213.0,247.0,215.0,70.0,6.0,6.0,42.0,14.0,10.0,10.0,1.0,5.0,0.0,0.0
ZALEWSKI,MICHAEL,L,40,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLL,JARED,R,40,5.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,23.0,23.0,44.0,44.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
ARMIA,JOEL,R,40,17.0,0.0,0.0,17.0,9.0,4.0,4.0,0.0,16.0,16.0,1.0,0.0,89.0,85.0,97.0,84.0,15.0,1.0,1.0,10.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0
GRABNER,MICHAEL,R,40,47.0,0.0,1.0,46.0,14.0,15.0,17.0,1.0,38.0,40.0,2.0,5.0,226.0,194.0,287.0,190.0,40.0,5.0,2.0,19.0,4.0,8.0,3.0,2.0,11.0,0.0,0.0
WENNBERG,ALEXANDER,C,41,42.0,0.0,1.0,41.0,11.0,18.0,12.0,1.0,30.0,35.0,7.0,0.0,243.0,171.0,215.0,185.0,38.0,1.0,3.0,14.0,2.0,9.0,3.0,1.0,12.0,0.0,1.0
MCKEGG,GREG,C,41,4.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,17.0,17.0,20.0,18.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
KEMPPAINEN,JOONAS,C,41,7.0,0.0,0.0,7.0,2.0,4.0,1.0,0.0,6.0,7.0,0.0,0.0,80.0,77.0,161.0,131.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
GLENDENING,LUKE,C,41,39.0,1.0,0.0,38.0,16.0,14.0,9.0,0.0,36.0,37.0,0.0,2.0,164.0,152.0,290.0,181.0,32.0,6.0,1.0,16.0,1.0,3.0,10.0,3.0,6.0,0.0,0.0
MCNEILL,MARK,C,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BODNARCHUK,ANDREW,D,41,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,38.0,37.0,55.0,55.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MUELLER,MIRCO,D,41,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,21.0,21.0,25.0,25.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BORTUZZO,ROBERT,D,41,22.0,0.0,1.0,21.0,6.0,10.0,6.0,0.0,21.0,21.0,1.0,0.0,124.0,121.0,94.0,78.0,20.0,1.0,1.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
ANDERSON,CRAIG,G,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,516.0,683.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALAK,JAROSLAV,G,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,344.0,379.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,MIKE,G,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,223.0,402.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOLNIERCZYK,HARRY,L,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYRON,PAUL,L,41,17.0,0.0,0.0,17.0,4.0,5.0,8.0,0.0,14.0,15.0,1.0,1.0,118.0,105.0,155.0,113.0,15.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
KENINS,RONALDS,L,41,4.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,14.0,14.0,25.0,24.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRONG,DANIEL,R,41,8.0,0.0,0.0,8.0,5.0,1.0,2.0,0.0,7.0,7.0,1.0,0.0,32.0,30.0,38.0,35.0,4.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SOSHNIKOV,NIKITA,R,41,9.0,0.0,0.0,9.0,1.0,4.0,3.0,1.0,7.0,8.0,1.0,0.0,42.0,34.0,37.0,33.0,8.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
NORDSTROM,JOAKIM,C,42,53.0,0.0,0.0,53.0,16.0,23.0,14.0,0.0,51.0,53.0,0.0,0.0,195.0,183.0,228.0,179.0,45.0,5.0,3.0,18.0,3.0,16.0,1.0,5.0,9.0,0.0,1.0
MARCHESSAULT,JONATHAN,C,42,21.0,0.0,0.0,21.0,5.0,10.0,6.0,0.0,15.0,15.0,6.0,0.0,71.0,43.0,49.0,45.0,16.0,4.0,1.0,13.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
HOWDEN,QUINTON,C,42,15.0,0.0,0.0,15.0,4.0,8.0,3.0,0.0,15.0,15.0,0.0,0.0,88.0,84.0,100.0,98.0,11.0,4.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0
BOZAK,TYLER,C,42,38.0,0.0,0.0,38.0,12.0,12.0,12.0,2.0,25.0,28.0,10.0,0.0,288.0,196.0,189.0,165.0,32.0,4.0,2.0,19.0,3.0,4.0,4.0,0.0,7.0,0.0,1.0
MANSON,JOSH,D,42,38.0,2.0,2.0,34.0,13.0,11.0,14.0,0.0,33.0,35.0,0.0,3.0,257.0,233.0,260.0,193.0,36.0,2.0,0.0,21.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0
MAYFIELD,SCOTT,D,42,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,16.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SLEPYSHEV,ANTON,L,42,4.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,13.0,13.0,21.0,20.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
SELLECK,ERIC,L,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKES,DAVID,R,42,60.0,0.0,2.0,58.0,20.0,21.0,18.0,1.0,46.0,51.0,7.0,2.0,312.0,209.0,262.0,184.0,49.0,9.0,2.0,33.0,4.0,3.0,3.0,4.0,11.0,0.0,2.0
WARD,JOEL,R,42,58.0,0.0,1.0,57.0,24.0,17.0,16.0,1.0,41.0,44.0,12.0,2.0,290.0,200.0,199.0,150.0,52.0,5.0,1.0,25.0,5.0,5.0,3.0,8.0,12.0,0.0,0.0
ANDRIGHETTO,SVEN,R,42,27.0,0.0,0.0,27.0,10.0,9.0,8.0,0.0,24.0,24.0,3.0,0.0,146.0,119.0,83.0,82.0,24.0,3.0,0.0,21.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
CATENACCI,DANIEL,C,43,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,12.0,25.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELM,DARREN,C,43,59.0,0.0,1.0,58.0,17.0,19.0,22.0,1.0,43.0,48.0,5.0,6.0,208.0,172.0,233.0,169.0,50.0,7.0,2.0,28.0,4.0,15.0,5.0,4.0,3.0,0.0,0.0
KADRI,NAZEM,C,43,96.0,0.0,2.0,94.0,31.0,32.0,29.0,4.0,69.0,84.0,12.0,0.0,410.0,270.0,275.0,242.0,80.0,9.0,7.0,54.0,3.0,15.0,8.0,3.0,13.0,0.0,0.0
DZINGEL,RYAN,C,43,9.0,0.0,0.0,9.0,2.0,4.0,2.0,1.0,8.0,9.0,0.0,0.0,40.0,38.0,58.0,55.0,7.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
SVEDBERG,VIKTOR,D,43,14.0,0.0,1.0,13.0,3.0,8.0,3.0,0.0,14.0,14.0,0.0,0.0,63.0,60.0,79.0,74.0,14.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
SHEARY,CONOR,L,43,14.0,0.0,0.0,14.0,6.0,8.0,0.0,0.0,13.0,13.0,1.0,0.0,88.0,78.0,61.0,60.0,12.0,1.0,1.0,8.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
CARR,DANIEL,L,43,22.0,0.0,0.0,22.0,5.0,8.0,9.0,0.0,17.0,19.0,3.0,0.0,62.0,47.0,49.0,47.0,19.0,2.0,1.0,8.0,2.0,3.0,1.0,1.0,7.0,0.0,0.0
FRIBERG,MAX,L,43,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,12.0,11.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HARTNELL,SCOTT,L,43,49.0,0.0,0.0,49.0,15.0,21.0,13.0,0.0,32.0,34.0,15.0,0.0,270.0,188.0,209.0,192.0,44.0,2.0,3.0,5.0,3.0,15.0,2.0,6.0,18.0,0.0,0.0
PLOTNIKOV,SERGEI,L,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON,TOM,R,43,40.0,0.0,0.0,40.0,17.0,12.0,11.0,0.0,39.0,40.0,0.0,0.0,153.0,145.0,222.0,170.0,32.0,2.0,6.0,21.0,6.0,7.0,1.0,0.0,5.0,0.0,0.0
NICHUSHKIN,VALERI,R,43,58.0,1.0,3.0,54.0,16.0,22.0,20.0,0.0,48.0,51.0,7.0,0.0,250.0,226.0,197.0,192.0,43.0,12.0,3.0,27.0,5.0,3.0,3.0,6.0,12.0,0.0,2.0
PAGEAU,JEAN-GABRIEL,C,44,32.0,0.0,1.0,31.0,9.0,10.0,13.0,0.0,29.0,29.0,2.0,1.0,209.0,176.0,287.0,215.0,25.0,5.0,2.0,11.0,5.0,2.0,4.0,5.0,5.0,0.0,0.0
THOMPSON,NATE,C,44,15.0,0.0,0.0,15.0,9.0,3.0,3.0,0.0,13.0,14.0,0.0,1.0,83.0,72.0,108.0,78.0,14.0,0.0,1.0,6.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0
GRAOVAC,TYLER,C,44,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECAVALIER,VINCENT,C,44,23.0,0.0,1.0,22.0,5.0,11.0,7.0,0.0,17.0,18.0,5.0,0.0,115.0,86.0,96.0,76.0,21.0,2.0,0.0,9.0,3.0,0.0,6.0,0.0,4.0,0.0,1.0
ORPIK,BROOKS,D,44,14.0,0.0,0.0,14.0,7.0,5.0,2.0,0.0,14.0,14.0,0.0,0.0,137.0,130.0,167.0,126.0,14.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
DE HAAN,CALVIN,D,44,43.0,1.0,2.0,40.0,12.0,17.0,14.0,0.0,38.0,39.0,1.0,3.0,277.0,258.0,287.0,219.0,39.0,2.0,2.0,23.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0
DIETZ,DARREN,D,44,5.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,30.0,30.0,30.0,25.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEIDENBERG,DENNIS,D,44,23.0,0.0,2.0,21.0,8.0,8.0,7.0,0.0,21.0,22.0,1.0,0.0,170.0,157.0,271.0,215.0,22.0,1.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
GELINAS,ERIC,D,44,24.0,0.0,2.0,22.0,8.0,6.0,10.0,0.0,17.0,17.0,7.0,0.0,102.0,73.0,83.0,79.0,20.0,4.0,0.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
GUDBRANSON,ERIK,D,44,34.0,1.0,0.0,33.0,9.0,17.0,8.0,0.0,31.0,32.0,2.0,0.0,173.0,161.0,270.0,207.0,29.0,4.0,1.0,11.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0
FALK,JUSTIN,D,44,9.0,0.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,9.0,0.0,0.0,63.0,61.0,69.0,63.0,9.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
CONNAUTON,KEVIN,D,44,27.0,0.0,7.0,20.0,9.0,7.0,11.0,0.0,26.0,27.0,0.0,0.0,142.0,121.0,147.0,127.0,24.0,3.0,0.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
VLASIC,MARC-EDOUARD,D,44,74.0,3.0,1.0,70.0,21.0,22.0,27.0,4.0,51.0,59.0,12.0,3.0,314.0,237.0,269.0,190.0,59.0,11.0,4.0,34.0,27.0,12.0,0.0,0.0,1.0,0.0,0.0
BARTKOWSKI,MATT,D,44,37.0,0.0,0.0,37.0,10.0,13.0,13.0,1.0,32.0,35.0,2.0,0.0,233.0,209.0,325.0,274.0,35.0,2.0,0.0,17.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0
