last,first,pos,num,hits,oz_hits,nz_hits,dz_hits,p1_hits,p2_hits,p3_hits,ot_hits,5v5_hits,ev_hits,pp_hits,sh_hits,hits_taken,oz_hits_t,nz_hits_t,dz_hits_t,p1_hits_t,p2_hits_t,p3_hits_t,ot_hits_t,5v5_hits_t,ev_hits_t,pp_hits_t,sh_hits_t,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
POULIN,KEVIN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULLMARK,LINUS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMINGUE,LOUIS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINNE,PEKKA,G,35,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILL,ROMAN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASON,STEVE,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O'BRIEN,JIM,C,36,7.0,6.0,0.0,1.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0,5.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCCARELLO,MATS,C,36,88.0,63.0,2.0,23.0,37.0,26.0,23.0,2.0,85.0,87.0,1.0,0.0,73.0,15.0,1.0,57.0,29.0,24.0,19.0,1.0,64.0,66.0,7.0,0.0,85.0,0.0,85.0,0.0,87.0,0.0,87.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BROWN,PATRICK,C,36,11.0,8.0,1.0,2.0,6.0,2.0,3.0,0.0,11.0,11.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINALDO,ZAC,C,36,154.0,122.0,4.0,28.0,70.0,59.0,25.0,0.0,152.0,153.0,0.0,1.0,62.0,11.0,3.0,48.0,26.0,15.0,21.0,0.0,62.0,62.0,0.0,0.0,152.0,0.0,152.0,0.0,153.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LERNOUT,BRETT,D,36,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORRISSEY,JOSHUA,D,36,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALIOTTA,MICHAEL,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRINGTON,SCOTT,D,36,23.0,19.0,1.0,3.0,9.0,6.0,8.0,0.0,21.0,21.0,0.0,2.0,23.0,3.0,1.0,19.0,9.0,9.0,5.0,0.0,23.0,23.0,0.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
GIBSON,JOHN,G,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULTON,ERIC,L,36,15.0,12.0,0.0,3.0,10.0,2.0,3.0,0.0,13.0,13.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
SEKAC,JIRI,L,36,25.0,15.0,4.0,6.0,13.0,5.0,7.0,0.0,25.0,25.0,0.0,0.0,13.0,3.0,0.0,10.0,8.0,3.0,2.0,0.0,13.0,13.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOKINEN,JUSSI,L,36,43.0,31.0,3.0,9.0,20.0,8.0,14.0,1.0,39.0,42.0,1.0,0.0,61.0,10.0,2.0,49.0,17.0,16.0,27.0,1.0,54.0,56.0,4.0,1.0,39.0,0.0,39.0,0.0,42.0,0.0,42.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KERANEN,MICHAEL,L,36,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAGNER,CHRIS,R,36,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCDONALD,COLIN,R,36,16.0,11.0,0.0,5.0,4.0,9.0,3.0,0.0,16.0,16.0,0.0,0.0,7.0,3.0,0.0,4.0,1.0,2.0,4.0,0.0,7.0,7.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSEN,JANNIK,R,36,39.0,28.0,1.0,10.0,14.0,12.0,12.0,1.0,35.0,38.0,0.0,1.0,36.0,6.0,0.0,30.0,17.0,13.0,5.0,1.0,32.0,34.0,0.0,2.0,35.0,0.0,34.0,1.0,38.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BROUWER,TROY,R,36,200.0,157.0,6.0,37.0,88.0,47.0,64.0,1.0,183.0,185.0,10.0,5.0,73.0,16.0,5.0,52.0,31.0,18.0,23.0,1.0,63.0,66.0,7.0,0.0,183.0,0.0,183.0,0.0,185.0,0.0,185.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0
JEFFREY,DUSTIN,C,37,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGERON,PATRICE,C,37,77.0,61.0,1.0,15.0,26.0,30.0,20.0,1.0,67.0,68.0,8.0,1.0,88.0,16.0,4.0,68.0,44.0,26.0,17.0,1.0,75.0,77.0,7.0,4.0,67.0,0.0,67.0,0.0,68.0,0.0,68.0,0.0,7.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0
ZACHA,PAVEL,C,37,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REGNER,BRENT,D,37,4.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,7.0,1.0,0.0,6.0,5.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRAIT,BRIAN,D,37,106.0,71.0,3.0,32.0,44.0,36.0,26.0,0.0,98.0,100.0,0.0,6.0,82.0,13.0,3.0,66.0,36.0,33.0,13.0,0.0,81.0,81.0,0.0,1.0,97.0,1.0,95.0,3.0,99.0,1.0,97.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
ZATKOFF,JEFF,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTIO,JONI,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RITCHIE,NICK,L,37,93.0,73.0,2.0,18.0,46.0,29.0,18.0,0.0,93.0,93.0,0.0,0.0,41.0,5.0,3.0,33.0,15.0,22.0,4.0,0.0,40.0,40.0,1.0,0.0,93.0,0.0,93.0,0.0,93.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAPANEN,KASPERI,R,37,10.0,9.0,0.0,1.0,2.0,3.0,5.0,0.0,9.0,10.0,0.0,0.0,13.0,3.0,1.0,9.0,3.0,3.0,7.0,0.0,11.0,13.0,0.0,0.0,9.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JENNER,BOONE,C,38,213.0,174.0,5.0,34.0,85.0,68.0,60.0,0.0,210.0,210.0,3.0,0.0,87.0,12.0,3.0,72.0,34.0,25.0,28.0,0.0,75.0,77.0,9.0,1.0,210.0,0.0,210.0,0.0,210.0,0.0,210.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
KEARNS,BRACKEN,C,38,5.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENING,COLIN,C,38,87.0,65.0,4.0,18.0,25.0,27.0,35.0,0.0,83.0,85.0,2.0,0.0,53.0,14.0,4.0,35.0,22.0,18.0,13.0,0.0,51.0,51.0,2.0,0.0,83.0,0.0,83.0,0.0,85.0,0.0,85.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HALEY,MICHEAL,C,38,39.0,27.0,0.0,12.0,20.0,15.0,4.0,0.0,39.0,39.0,0.0,0.0,11.0,3.0,0.0,8.0,5.0,5.0,1.0,0.0,11.0,11.0,0.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAGNANI,MARC-ANDRE,D,38,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTINI,STEVEN,D,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMAS,CHRISTIAN,L,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIDDLER,VERNON,L,38,42.0,32.0,0.0,10.0,20.0,15.0,7.0,0.0,42.0,42.0,0.0,0.0,90.0,17.0,1.0,72.0,36.0,29.0,25.0,0.0,85.0,87.0,0.0,3.0,42.0,0.0,42.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARVIDSSON,VIKTOR,L,38,27.0,23.0,0.0,4.0,17.0,6.0,4.0,0.0,27.0,27.0,0.0,0.0,98.0,25.0,2.0,71.0,31.0,33.0,34.0,0.0,96.0,96.0,1.0,1.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARTMAN,RYAN,R,38,5.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,8.0,2.0,0.0,6.0,3.0,1.0,4.0,0.0,8.0,8.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUTURE,LOGAN,C,39,29.0,17.0,2.0,10.0,12.0,11.0,6.0,0.0,24.0,25.0,1.0,3.0,72.0,21.0,2.0,49.0,28.0,22.0,21.0,1.0,64.0,66.0,6.0,0.0,24.0,0.0,24.0,0.0,25.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0
CHAPUT,MICHAEL,C,39,13.0,9.0,1.0,3.0,2.0,7.0,4.0,0.0,13.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,2.0,3.0,3.0,0.0,8.0,8.0,0.0,0.0,13.0,0.0,12.0,1.0,13.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYLANDER,WILLIAM,C,39,5.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,19.0,6.0,0.0,13.0,4.0,8.0,7.0,0.0,17.0,17.0,2.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROSSER,NATE,D,39,34.0,22.0,4.0,8.0,16.0,12.0,6.0,0.0,33.0,33.0,0.0,1.0,66.0,13.0,5.0,48.0,34.0,21.0,11.0,0.0,64.0,65.0,0.0,1.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
HELGESON,SETH,D,39,46.0,38.0,0.0,8.0,18.0,16.0,12.0,0.0,44.0,44.0,0.0,2.0,25.0,5.0,2.0,18.0,7.0,10.0,8.0,0.0,23.0,25.0,0.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
ENSTROM,TOBY,D,39,25.0,22.0,2.0,1.0,12.0,7.0,6.0,0.0,22.0,23.0,0.0,2.0,124.0,21.0,2.0,101.0,51.0,37.0,36.0,0.0,117.0,119.0,2.0,3.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
NILSSON,ANDERS,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZANEC,MAREK,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDON,MIKE,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELESKEY,MATT,L,39,260.0,205.0,7.0,48.0,103.0,87.0,70.0,0.0,250.0,253.0,7.0,0.0,103.0,26.0,4.0,73.0,45.0,29.0,29.0,0.0,99.0,100.0,3.0,0.0,250.0,0.0,250.0,0.0,253.0,0.0,253.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
MANTHA,ANTHONY,R,39,4.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAUN,KYLE,R,39,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,5.0,0.0,4.0,4.0,4.0,1.0,0.0,9.0,9.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DILLON,BRENDEN,D,4,154.0,113.0,2.0,39.0,70.0,49.0,35.0,0.0,142.0,143.0,0.0,11.0,118.0,30.0,1.0,87.0,44.0,44.0,30.0,0.0,116.0,117.0,0.0,1.0,142.0,0.0,142.0,0.0,143.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
FOWLER,CAM,D,4,43.0,32.0,2.0,9.0,22.0,14.0,7.0,0.0,36.0,37.0,0.0,6.0,118.0,22.0,1.0,95.0,47.0,40.0,30.0,1.0,101.0,110.0,5.0,3.0,36.0,0.0,36.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
GUNNARSSON,CARL,D,4,67.0,54.0,1.0,12.0,25.0,27.0,15.0,0.0,61.0,62.0,0.0,5.0,118.0,23.0,4.0,91.0,47.0,39.0,32.0,0.0,115.0,115.0,0.0,3.0,61.0,0.0,61.0,0.0,62.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
OLSEN,DYLAN,D,4,6.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,6.0,0.0,0.0,9.0,1.0,0.0,8.0,3.0,3.0,3.0,0.0,9.0,9.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,4,13.0,10.0,0.0,3.0,7.0,5.0,1.0,0.0,13.0,13.0,0.0,0.0,19.0,2.0,0.0,17.0,8.0,5.0,6.0,0.0,18.0,19.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMERS,JASON,D,4,86.0,63.0,1.0,22.0,34.0,26.0,24.0,2.0,72.0,77.0,3.0,6.0,102.0,25.0,1.0,76.0,41.0,33.0,28.0,0.0,98.0,98.0,3.0,1.0,71.0,1.0,70.0,2.0,76.0,1.0,75.0,2.0,3.0,0.0,3.0,0.0,6.0,0.0,6.0,0.0
GORGES,JOSH,D,4,143.0,122.0,1.0,20.0,62.0,42.0,39.0,0.0,132.0,134.0,0.0,9.0,130.0,23.0,4.0,103.0,55.0,41.0,34.0,0.0,127.0,129.0,0.0,1.0,132.0,0.0,131.0,1.0,134.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
SCHULTZ,JUSTIN,D,4,7.0,3.0,0.0,4.0,2.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0,46.0,11.0,2.0,33.0,20.0,18.0,8.0,0.0,43.0,45.0,1.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNAUTON,KEVIN,D,4,24.0,18.0,0.0,6.0,5.0,10.0,9.0,0.0,24.0,24.0,0.0,0.0,26.0,7.0,0.0,19.0,9.0,8.0,9.0,0.0,26.0,26.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSSELL,KRIS,D,4,31.0,24.0,1.0,6.0,14.0,6.0,10.0,1.0,29.0,30.0,0.0,1.0,73.0,23.0,0.0,50.0,34.0,25.0,14.0,0.0,67.0,71.0,2.0,0.0,29.0,0.0,29.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
REILLY,MIKE,D,4,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,27.0,8.0,0.0,19.0,11.0,10.0,6.0,0.0,25.0,25.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJALMARSSON,NIKLAS,D,4,32.0,25.0,1.0,6.0,17.0,7.0,8.0,0.0,25.0,26.0,0.0,6.0,200.0,31.0,4.0,165.0,74.0,60.0,66.0,0.0,180.0,191.0,0.0,9.0,25.0,0.0,25.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
POSTMA,PAUL,D,4,13.0,9.0,0.0,4.0,4.0,4.0,5.0,0.0,12.0,12.0,1.0,0.0,32.0,4.0,0.0,28.0,15.0,11.0,6.0,0.0,32.0,32.0,0.0,0.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCUDERI,ROB,D,4,10.0,8.0,0.0,2.0,2.0,3.0,5.0,0.0,10.0,10.0,0.0,0.0,20.0,3.0,0.0,17.0,9.0,5.0,6.0,0.0,19.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLIS,RYAN,D,4,61.0,42.0,3.0,16.0,23.0,19.0,19.0,0.0,58.0,58.0,1.0,2.0,110.0,31.0,5.0,74.0,47.0,37.0,26.0,0.0,103.0,105.0,3.0,2.0,58.0,0.0,58.0,0.0,58.0,0.0,58.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
CHORNEY,TAYLOR,D,4,56.0,40.0,4.0,12.0,14.0,20.0,22.0,0.0,51.0,52.0,0.0,4.0,79.0,14.0,0.0,65.0,36.0,19.0,24.0,0.0,77.0,77.0,0.0,2.0,51.0,0.0,50.0,1.0,52.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
BARRIE,TYSON,D,4,37.0,29.0,2.0,6.0,18.0,12.0,7.0,0.0,33.0,34.0,2.0,1.0,121.0,24.0,4.0,93.0,42.0,37.0,42.0,0.0,106.0,112.0,9.0,0.0,32.0,1.0,32.0,1.0,33.0,1.0,33.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
MICHALEK,ZBYNEK,D,4,84.0,61.0,2.0,21.0,31.0,26.0,27.0,0.0,72.0,74.0,0.0,10.0,119.0,20.0,4.0,95.0,50.0,39.0,30.0,0.0,114.0,116.0,0.0,3.0,72.0,0.0,72.0,0.0,74.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
HALL,TAYLOR,L,4,82.0,61.0,4.0,17.0,34.0,28.0,19.0,1.0,74.0,76.0,5.0,1.0,184.0,44.0,7.0,133.0,56.0,61.0,66.0,1.0,156.0,164.0,20.0,0.0,74.0,0.0,73.0,1.0,76.0,0.0,75.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
SUNDQVIST,OSKAR,C,40,18.0,16.0,0.0,2.0,6.0,6.0,6.0,0.0,18.0,18.0,0.0,0.0,27.0,7.0,0.0,20.0,10.0,8.0,9.0,0.0,26.0,27.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARPENTER,RYAN,C,40,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECAVALIER,VINCENT,C,40,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCRIVENS,BEN,G,40,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
