last,first,pos,num,pens,oz_pen,nz_pen,dz_pen,nozone_pen,p1_pen,p2_pen,p3_pen,ot_pen,5v5_pen,ev_pen,pp_pen,sh_pen,pen_mins,min_pen,dblmin_pen,maj_pen,mis_pen,gamemis_pen,match_pen,ps_pen,pen_drawn,oz_pen_dr,nz_pen_dr,nozone_pen_dr,dz_pen_dr,p1_pen_dr,p2_pen_dr,p3_pen_dr,ot_pen_dr,5v5_pen_dr,ev_pen_dr,pp_pen_dr,sh_pen_dr,pen_min_dr,min_pen_dr,dblmin_pen_dr,maj_pen_dr,mis_pen_dr,gamemis_pen_dr,match_pen_dr,ps_pen_dr
ULLMARK,LINUS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DOMINGUE,LOUIS,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
RINNE,PEKKA,G,35,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
WILL,ROMAN,G,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASON,STEVE,G,35,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
O'BRIEN,JIM,C,36,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCCARELLO,MATS,C,36,16.0,0.0,0.0,2.0,14.0,6.0,6.0,4.0,0.0,8.0,15.0,1.0,0.0,34.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,15.0,1.0,6.0,10.0,6.0,0.0,17.0,21.0,1.0,0.0,46.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0
BROWN,PATRICK,C,36,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RINALDO,ZAC,C,36,23.0,1.0,8.0,1.0,13.0,11.0,4.0,8.0,0.0,17.0,23.0,0.0,0.0,83.0,14.0,0.0,7.0,1.0,1.0,0.0,0.0,20.0,1.0,11.0,6.0,2.0,8.0,4.0,8.0,0.0,12.0,20.0,0.0,0.0,82.0,11.0,0.0,6.0,1.0,0.0,2.0,0.0
LERNOUT,BRETT,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORRISSEY,JOSHUA,D,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALIOTTA,MICHAEL,D,36,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRINGTON,SCOTT,D,36,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIBSON,JOHN,G,36,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULTON,ERIC,L,36,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEKAC,JIRI,L,36,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JOKINEN,JUSSI,L,36,17.0,2.0,2.0,0.0,13.0,7.0,5.0,4.0,1.0,9.0,14.0,1.0,2.0,42.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,9.0,5.0,7.0,4.0,4.0,0.0,6.0,11.0,0.0,4.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
KERANEN,MICHAEL,L,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAGNER,CHRIS,R,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCDONALD,COLIN,R,36,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HANSEN,JANNIK,R,36,15.0,1.0,3.0,2.0,9.0,5.0,5.0,4.0,1.0,11.0,14.0,0.0,1.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,10.0,3.0,4.0,6.0,5.0,0.0,10.0,12.0,1.0,2.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
BROUWER,TROY,R,36,21.0,0.0,3.0,3.0,15.0,6.0,9.0,6.0,0.0,11.0,19.0,2.0,0.0,62.0,16.0,0.0,4.0,0.0,1.0,0.0,0.0,21.0,2.0,4.0,12.0,3.0,6.0,11.0,4.0,0.0,13.0,21.0,0.0,0.0,51.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0
JEFFREY,DUSTIN,C,37,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGERON,PATRICE,C,37,23.0,2.0,1.0,4.0,16.0,11.0,9.0,1.0,2.0,19.0,23.0,0.0,0.0,49.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,4.0,0.0,3.0,6.0,1.0,0.0,7.0,8.0,1.0,1.0,23.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
ZACHA,PAVEL,C,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REGNER,BRENT,D,37,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRAIT,BRIAN,D,37,14.0,2.0,2.0,2.0,8.0,5.0,3.0,6.0,0.0,9.0,13.0,0.0,1.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,0.0,1.0,6.0,1.0,0.0,3.0,7.0,0.0,1.0,19.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
ZATKOFF,JEFF,G,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTIO,JONI,G,37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
RITCHIE,NICK,L,37,13.0,0.0,5.0,0.0,8.0,5.0,2.0,6.0,0.0,8.0,13.0,0.0,0.0,37.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
KAPANEN,KASPERI,R,37,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JENNER,BOONE,C,38,26.0,3.0,1.0,4.0,18.0,6.0,12.0,8.0,0.0,17.0,24.0,1.0,1.0,77.0,21.0,0.0,3.0,1.0,1.0,0.0,0.0,24.0,1.0,2.0,19.0,2.0,4.0,14.0,6.0,0.0,16.0,24.0,0.0,0.0,70.0,20.0,0.0,2.0,1.0,1.0,0.0,0.0
KEARNS,BRACKEN,C,38,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENING,COLIN,C,38,5.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,5.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
HALEY,MICHEAL,C,38,11.0,1.0,2.0,2.0,6.0,7.0,4.0,0.0,0.0,6.0,11.0,0.0,0.0,48.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,6.0,2.0,6.0,5.0,0.0,0.0,7.0,11.0,0.0,0.0,46.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0
GRAGNANI,MARC-ANDRE,D,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTINI,STEVEN,D,38,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMAS,CHRISTIAN,L,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIDDLER,VERNON,L,38,14.0,2.0,2.0,0.0,10.0,4.0,6.0,4.0,0.0,11.0,14.0,0.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,13.0,1.0,5.0,8.0,4.0,0.0,11.0,13.0,0.0,4.0,37.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
ARVIDSSON,VIKTOR,L,38,12.0,1.0,1.0,1.0,9.0,3.0,5.0,4.0,0.0,9.0,11.0,0.0,1.0,35.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,6.0,1.0,4.0,6.0,0.0,0.0,10.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
HARTMAN,RYAN,R,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COUTURE,LOGAN,C,39,10.0,1.0,2.0,1.0,6.0,3.0,4.0,3.0,0.0,8.0,8.0,1.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,8.0,2.0,4.0,5.0,3.0,0.0,9.0,10.0,1.0,1.0,32.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
CHAPUT,MICHAEL,C,39,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NYLANDER,WILLIAM,C,39,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,4.0,2.0,1.0,0.0,3.0,6.0,1.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
PROSSER,NATE,D,39,15.0,1.0,1.0,4.0,9.0,5.0,8.0,2.0,0.0,11.0,15.0,0.0,0.0,39.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,6.0,0.0,2.0,5.0,3.0,0.0,6.0,10.0,0.0,0.0,29.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0
HELGESON,SETH,D,39,7.0,0.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,4.0,7.0,0.0,0.0,17.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSTROM,TOBY,D,39,22.0,2.0,3.0,2.0,15.0,3.0,13.0,6.0,0.0,17.0,21.0,1.0,0.0,44.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,2.0,7.0,1.0,3.0,3.0,4.0,1.0,8.0,10.0,0.0,1.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
NILSSON,ANDERS,G,39,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZANEC,MAREK,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDON,MIKE,G,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BELESKEY,MATT,L,39,21.0,2.0,3.0,1.0,15.0,7.0,9.0,4.0,1.0,15.0,19.0,2.0,0.0,65.0,15.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,1.0,3.0,12.0,0.0,6.0,7.0,3.0,0.0,10.0,16.0,0.0,0.0,55.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0
MANTHA,ANTHONY,R,39,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAUN,KYLE,R,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DILLON,BRENDEN,D,4,23.0,1.0,3.0,2.0,17.0,9.0,7.0,7.0,0.0,18.0,22.0,0.0,1.0,61.0,18.0,0.0,3.0,0.0,1.0,0.0,1.0,9.0,1.0,1.0,5.0,2.0,2.0,3.0,4.0,0.0,6.0,9.0,0.0,0.0,27.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
FOWLER,CAM,D,4,12.0,2.0,0.0,2.0,8.0,4.0,4.0,3.0,1.0,9.0,11.0,1.0,0.0,27.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,3.0,5.0,1.0,0.0,15.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
GUNNARSSON,CARL,D,4,14.0,0.0,3.0,2.0,9.0,7.0,3.0,4.0,0.0,10.0,14.0,0.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,6.0,0.0,3.0,4.0,3.0,0.0,7.0,10.0,0.0,0.0,23.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
OLSEN,DYLAN,D,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,4,7.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,7.0,7.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMERS,JASON,D,4,25.0,1.0,1.0,1.0,22.0,4.0,11.0,10.0,0.0,14.0,19.0,4.0,2.0,72.0,21.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0,4.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
GORGES,JOSH,D,4,29.0,8.0,2.0,3.0,16.0,12.0,9.0,8.0,0.0,20.0,26.0,0.0,3.0,72.0,26.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,3.0,4.0,3.0,1.0,1.0,7.0,3.0,0.0,3.0,7.0,0.0,4.0,35.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0
SCHULTZ,JUSTIN,D,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNAUTON,KEVIN,D,4,9.0,0.0,2.0,0.0,7.0,1.0,6.0,2.0,0.0,7.0,8.0,1.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,5.0,0.0,2.0,4.0,3.0,0.0,6.0,9.0,0.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
RUSSELL,KRIS,D,4,5.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
REILLY,MIKE,D,4,4.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HJALMARSSON,NIKLAS,D,4,16.0,1.0,4.0,3.0,8.0,5.0,7.0,4.0,0.0,11.0,14.0,0.0,2.0,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,6.0,3.0,7.0,6.0,0.0,0.0,11.0,12.0,0.0,1.0,26.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
POSTMA,PAUL,D,4,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCUDERI,ROB,D,4,4.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,15.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
ELLIS,RYAN,D,4,17.0,2.0,2.0,3.0,10.0,6.0,7.0,4.0,0.0,14.0,17.0,0.0,0.0,35.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,1.0,4.0,15.0,6.0,11.0,12.0,3.0,0.0,18.0,26.0,0.0,0.0,55.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0
CHORNEY,TAYLOR,D,4,9.0,0.0,0.0,2.0,7.0,3.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
BARRIE,TYSON,D,4,14.0,1.0,0.0,2.0,11.0,3.0,7.0,4.0,0.0,8.0,13.0,1.0,0.0,31.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,14.0,2.0,4.0,8.0,7.0,0.0,15.0,19.0,0.0,0.0,41.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0
MICHALEK,ZBYNEK,D,4,10.0,1.0,3.0,0.0,6.0,3.0,6.0,1.0,0.0,9.0,9.0,0.0,1.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,1.0,3.0,5.0,1.0,0.0,5.0,5.0,0.0,4.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
HALL,TAYLOR,L,4,27.0,3.0,4.0,3.0,17.0,6.0,8.0,10.0,3.0,15.0,22.0,5.0,0.0,54.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,19.0,3.0,7.0,6.0,11.0,0.0,17.0,23.0,1.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNDQVIST,OSKAR,C,40,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CARPENTER,RYAN,C,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
