last,first,pos,num,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
ELLIOTT,BRIAN,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
STREET,BEN,C,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,30.0,13.0,6.0,11.0,11.0,10.0,9.0,0.0,25.0,29.0,1.0,0.0
SISSONS,COLTON,C,10,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
MILLER,J.T.,C,10,40.0,17.0,12.0,11.0,9.0,21.0,9.0,1.0,37.0,39.0,1.0,0.0
SCHROEDER,JORDAN,C,10,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
RICHARDS,MIKE,C,10,12.0,5.0,1.0,6.0,3.0,6.0,3.0,0.0,7.0,7.0,0.0,5.0
PRINCE,SHANE,C,10,10.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,9.0,10.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,5.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,26.0,18.0,2.0,6.0,14.0,5.0,7.0,0.0,22.0,22.0,4.0,0.0
SCHNEIDER,COLE,L,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SHARP,PATRICK,L,10,51.0,19.0,17.0,15.0,16.0,15.0,19.0,1.0,43.0,48.0,2.0,1.0
PERRY,COREY,R,10,25.0,9.0,9.0,7.0,9.0,9.0,7.0,0.0,24.0,24.0,1.0,0.0
VERSTEEG,KRIS,R,10,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
YAKUPOV,NAIL,R,10,27.0,13.0,9.0,5.0,8.0,11.0,8.0,0.0,23.0,23.0,4.0,0.0
UPSHALL,SCOTTIE,R,10,19.0,7.0,6.0,6.0,7.0,5.0,7.0,0.0,16.0,16.0,0.0,3.0
DESJARDINS,ANDREW,C,11,26.0,13.0,3.0,10.0,10.0,11.0,5.0,0.0,19.0,20.0,0.0,6.0
KOPITAR,ANZE,C,11,43.0,19.0,12.0,12.0,13.0,17.0,12.0,1.0,33.0,35.0,4.0,4.0
PIRRI,BRANDON,C,11,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
BOYLE,BRIAN,C,11,15.0,4.0,6.0,5.0,2.0,7.0,6.0,0.0,12.0,12.0,0.0,3.0
HODGSON,CODY,C,11,7.0,5.0,0.0,2.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,32.0,9.0,12.0,11.0,7.0,11.0,13.0,1.0,26.0,30.0,0.0,2.0
STAAL,JORDAN,C,11,55.0,23.0,17.0,15.0,20.0,15.0,20.0,0.0,43.0,46.0,0.0,9.0
PORTER,KEVIN,C,11,7.0,4.0,2.0,1.0,1.0,3.0,3.0,0.0,5.0,5.0,0.0,2.0
HANZAL,MARTIN,C,11,27.0,12.0,6.0,9.0,9.0,4.0,12.0,2.0,19.0,21.0,4.0,2.0
BACKLUND,MIKAEL,C,11,57.0,32.0,11.0,14.0,17.0,18.0,22.0,0.0,49.0,52.0,1.0,4.0
PRINCE,SHANE,C,11,9.0,4.0,3.0,2.0,3.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0
HYMAN,ZACH,C,11,9.0,6.0,1.0,2.0,5.0,1.0,3.0,0.0,6.0,6.0,1.0,2.0
LERG,BRYAN,L,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CALVERT,MATT,L,11,36.0,13.0,9.0,14.0,13.0,14.0,9.0,0.0,25.0,26.0,0.0,10.0
PARISE,ZACH,L,11,39.0,21.0,12.0,6.0,14.0,6.0,17.0,2.0,31.0,35.0,3.0,1.0
GALLAGHER,BRENDAN,R,11,30.0,18.0,5.0,7.0,11.0,10.0,9.0,0.0,28.0,28.0,2.0,0.0
HAYES,JIMMY,R,11,25.0,7.0,13.0,5.0,8.0,6.0,11.0,0.0,24.0,25.0,0.0,0.0
GIONTA,STEPHEN,R,11,17.0,4.0,3.0,10.0,8.0,4.0,5.0,0.0,13.0,14.0,0.0,3.0
STAAL,ERIC,C,12,62.0,29.0,12.0,21.0,25.0,10.0,26.0,1.0,54.0,56.0,4.0,2.0
LEHTERA,JORI,C,12,29.0,15.0,8.0,6.0,10.0,15.0,3.0,1.0,21.0,24.0,1.0,4.0
BAILEY,JOSH,C,12,41.0,11.0,10.0,20.0,12.0,11.0,17.0,1.0,37.0,38.0,0.0,3.0
FISHER,MIKE,C,12,21.0,6.0,4.0,11.0,4.0,9.0,8.0,0.0,15.0,16.0,0.0,5.0
MARLEAU,PATRICK,C,12,46.0,23.0,11.0,12.0,17.0,16.0,10.0,3.0,31.0,34.0,6.0,6.0
FAKSA,RADEK,C,12,20.0,6.0,8.0,6.0,6.0,10.0,4.0,0.0,16.0,17.0,0.0,3.0
BOUCHER,REID,C,12,9.0,5.0,3.0,1.0,3.0,1.0,5.0,0.0,9.0,9.0,0.0,0.0
KLINKHAMMER,ROB,C,12,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
LOVEJOY,BEN,D,12,20.0,3.0,0.0,17.0,7.0,6.0,7.0,0.0,18.0,18.0,0.0,2.0
PAILLE,DANIEL,L,12,5.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,4.0,4.0,0.0,1.0
RAFFL,MICHAEL,L,12,31.0,18.0,5.0,8.0,8.0,9.0,14.0,0.0,31.0,31.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,5.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0
RICHARDSON,BRAD,R,12,26.0,10.0,3.0,13.0,6.0,9.0,11.0,0.0,23.0,24.0,0.0,2.0
GIONTA,BRIAN,R,12,31.0,11.0,9.0,11.0,11.0,7.0,13.0,0.0,28.0,28.0,0.0,3.0
JONES,DAVID,R,12,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0
STAFFORD,DREW,R,12,30.0,17.0,6.0,7.0,14.0,5.0,10.0,1.0,22.0,25.0,1.0,4.0
IGINLA,JAROME,R,12,22.0,10.0,7.0,5.0,6.0,8.0,8.0,0.0,21.0,21.0,1.0,0.0
GABORIK,MARIAN,R,12,13.0,6.0,5.0,2.0,4.0,6.0,3.0,0.0,12.0,12.0,1.0,0.0
PAQUETTE,CEDRIC,C,13,16.0,4.0,5.0,7.0,7.0,5.0,4.0,0.0,12.0,12.0,0.0,4.0
JANMARK,MATTIAS,C,13,26.0,13.0,7.0,6.0,5.0,10.0,11.0,0.0,26.0,26.0,0.0,0.0
BONINO,NICK,C,13,32.0,9.0,7.0,16.0,8.0,13.0,10.0,1.0,22.0,24.0,1.0,7.0
DATSYUK,PAVEL,C,13,48.0,22.0,13.0,13.0,15.0,16.0,16.0,1.0,42.0,46.0,2.0,0.0
TANEV,BRANDON,L,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,41.0,20.0,10.0,11.0,16.0,10.0,11.0,4.0,33.0,39.0,2.0,0.0
CLIFFORD,KYLE,L,13,5.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,5.0,5.0,0.0,0.0
CAMMALLERI,MICHAEL,L,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMMALLERI,MIKE,L,13,19.0,9.0,5.0,5.0,7.0,6.0,5.0,1.0,16.0,18.0,1.0,0.0
PAUL,NICK,L,13,9.0,3.0,4.0,2.0,2.0,4.0,3.0,0.0,9.0,9.0,0.0,0.0
SEMIN,ALEXANDER,R,13,6.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,5.0,1.0,0.0
ATKINSON,CAM,R,13,43.0,16.0,11.0,16.0,16.0,16.0,10.0,1.0,25.0,27.0,6.0,10.0
HAYES,KEVIN,R,13,24.0,14.0,5.0,5.0,13.0,5.0,6.0,0.0,23.0,24.0,0.0,0.0
BROWN,MIKE,R,13,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
HENRIQUE,ADAM,C,14,38.0,12.0,9.0,17.0,18.0,16.0,4.0,0.0,27.0,27.0,2.0,9.0
GREENING,COLIN,C,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYQUIST,GUSTAV,C,14,28.0,15.0,7.0,6.0,13.0,3.0,11.0,1.0,26.0,27.0,1.0,0.0
VITALE,JOE,C,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBERLE,JORDAN,C,14,30.0,17.0,3.0,10.0,9.0,12.0,9.0,0.0,26.0,28.0,2.0,0.0
GERBE,NATHAN,C,14,13.0,7.0,2.0,4.0,4.0,3.0,6.0,0.0,11.0,13.0,0.0,0.0
COUTURIER,SEAN,C,14,27.0,7.0,6.0,14.0,7.0,9.0,10.0,1.0,16.0,18.0,4.0,5.0
PLEKANEC,TOMAS,C,14,15.0,4.0,5.0,6.0,2.0,4.0,8.0,1.0,8.0,11.0,2.0,2.0
EKHOLM,MATTIAS,D,14,26.0,2.0,2.0,22.0,13.0,7.0,6.0,0.0,21.0,22.0,0.0,4.0
HICKEY,THOMAS,D,14,18.0,3.0,4.0,11.0,7.0,2.0,9.0,0.0,14.0,16.0,0.0,2.0
BURROWS,ALEXANDRE,L,14,27.0,16.0,4.0,7.0,8.0,9.0,10.0,0.0,25.0,25.0,0.0,2.0
COMEAU,BLAKE,L,14,31.0,7.0,5.0,19.0,15.0,10.0,5.0,1.0,26.0,27.0,0.0,4.0
KUNITZ,CHRIS,L,14,33.0,15.0,9.0,9.0,12.0,7.0,14.0,0.0,30.0,30.0,3.0,0.0
BENN,JAMIE,L,14,65.0,22.0,20.0,23.0,23.0,22.0,17.0,3.0,54.0,57.0,0.0,8.0
PELUSO,ANTHONY,R,14,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
CONNOLLY,BRETT,R,14,11.0,4.0,4.0,3.0,2.0,6.0,3.0,0.0,11.0,11.0,0.0,0.0
FONTAINE,JUSTIN,R,14,17.0,3.0,6.0,8.0,6.0,3.0,8.0,0.0,10.0,10.0,0.0,7.0
WILLIAMS,JUSTIN,R,14,37.0,20.0,9.0,8.0,15.0,13.0,9.0,0.0,30.0,30.0,2.0,5.0
PANIK,RICHARD,R,14,6.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,5.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0
NESTRASIL,ANDREJ,C,15,29.0,9.0,9.0,11.0,8.0,13.0,8.0,0.0,28.0,29.0,0.0,0.0
ANDREOFF,ANDY,C,15,12.0,4.0,3.0,5.0,5.0,2.0,5.0,0.0,12.0,12.0,0.0,0.0
ANISIMOV,ARTEM,C,15,28.0,11.0,7.0,10.0,18.0,3.0,7.0,0.0,21.0,21.0,2.0,5.0
GORDON,BOYD,C,15,10.0,3.0,1.0,6.0,4.0,1.0,5.0,0.0,7.0,7.0,0.0,3.0
SMITH,CRAIG,C,15,42.0,16.0,13.0,13.0,15.0,19.0,8.0,0.0,41.0,42.0,0.0,0.0
EICHEL,JACK,C,15,43.0,20.0,11.0,12.0,16.0,13.0,13.0,1.0,39.0,40.0,3.0,0.0
SHEAHAN,RILEY,C,15,20.0,10.0,3.0,7.0,7.0,8.0,5.0,0.0,17.0,17.0,0.0,3.0
FABBRI,ROBBY,C,15,27.0,13.0,7.0,7.0,11.0,9.0,7.0,0.0,26.0,26.0,1.0,0.0
GETZLAF,RYAN,C,15,48.0,20.0,15.0,13.0,13.0,15.0,20.0,0.0,37.0,37.0,5.0,6.0
SMITH,ZACK,C,15,33.0,9.0,7.0,17.0,11.0,10.0,12.0,0.0,27.0,27.0,0.0,6.0
SMID,LADISLAV,D,15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,14.0,2.0,3.0,9.0,6.0,5.0,3.0,0.0,12.0,12.0,0.0,2.0
NEMETH,PATRIK,D,15,5.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0
GLASS,TANNER,L,15,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
FLEISCHMANN,TOMAS,L,15,33.0,16.0,8.0,9.0,6.0,13.0,13.0,1.0,27.0,29.0,1.0,3.0
CLUTTERBUCK,CAL,R,15,21.0,7.0,3.0,11.0,5.0,7.0,9.0,0.0,12.0,12.0,0.0,9.0
DORSETT,DEREK,R,15,11.0,6.0,3.0,2.0,4.0,2.0,5.0,0.0,10.0,10.0,0.0,1.0
HALISCHUK,MATT,R,15,5.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,5.0,5.0,0.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,29.0,14.0,7.0,8.0,11.0,10.0,7.0,1.0,26.0,27.0,2.0,0.0
RUUTU,TUOMO,R,15,10.0,4.0,3.0,3.0,2.0,3.0,5.0,0.0,10.0,10.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,45.0,16.0,12.0,17.0,20.0,17.0,6.0,2.0,34.0,38.0,3.0,4.0
BASS,CODY,C,16,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
BRASSARD,DERICK,C,16,47.0,16.0,11.0,20.0,18.0,16.0,12.0,1.0,37.0,41.0,5.0,1.0
LINDHOLM,ELIAS,C,16,33.0,15.0,6.0,12.0,16.0,11.0,5.0,1.0,28.0,29.0,2.0,2.0
FEHR,ERIC,C,16,30.0,13.0,6.0,11.0,9.0,11.0,10.0,0.0,19.0,20.0,0.0,10.0
JOSEFSON,JACOB,C,16,19.0,8.0,3.0,8.0,4.0,10.0,5.0,0.0,10.0,11.0,1.0,7.0
DICKINSON,JASON,C,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRUGER,MARCUS,C,16,7.0,5.0,0.0,2.0,3.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0
DOMI,MAX,C,16,28.0,17.0,7.0,4.0,9.0,7.0,12.0,0.0,23.0,23.0,4.0,1.0
SPALING,NICK,C,16,31.0,18.0,4.0,9.0,9.0,8.0,14.0,0.0,27.0,27.0,0.0,4.0
GARBUTT,RYAN,C,16,7.0,4.0,3.0,0.0,2.0,2.0,3.0,0.0,4.0,4.0,0.0,3.0
ZADOROV,NIKITA,D,16,6.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,5.0,5.0,0.0,1.0
LADD,ANDREW,L,16,29.0,16.0,4.0,9.0,10.0,10.0,9.0,0.0,22.0,22.0,2.0,5.0
MACARTHUR,CLARKE,L,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZUCKER,JASON,L,16,40.0,18.0,8.0,14.0,15.0,14.0,11.0,0.0,37.0,38.0,1.0,1.0
BROWN,CONNOR,R,16,4.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
JOORIS,JOSH,R,16,14.0,5.0,4.0,5.0,6.0,2.0,6.0,0.0,12.0,12.0,0.0,2.0
BERNIER,STEVE,R,16,6.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0
PURCELL,TEDDY,R,16,22.0,9.0,4.0,9.0,9.0,6.0,6.0,1.0,19.0,20.0,0.0,2.0
KILLORN,ALEX,C,17,31.0,11.0,8.0,12.0,5.0,14.0,11.0,1.0,26.0,28.0,2.0,1.0
RICHARDS,BRAD,C,17,15.0,8.0,4.0,3.0,4.0,7.0,4.0,0.0,13.0,14.0,1.0,0.0
DUBINSKY,BRANDON,C,17,45.0,13.0,10.0,22.0,8.0,12.0,24.0,1.0,34.0,36.0,2.0,7.0
LEGWAND,DAVID,C,17,19.0,5.0,5.0,9.0,5.0,6.0,8.0,0.0,14.0,14.0,0.0,5.0
MACKENZIE,DEREK,C,17,27.0,8.0,10.0,9.0,7.0,11.0,9.0,0.0,15.0,16.0,0.0,11.0
SHORE,DEVIN,C,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHWARTZ,JADEN,C,17,16.0,9.0,5.0,2.0,7.0,2.0,7.0,0.0,14.0,14.0,0.0,2.0
KESLER,RYAN,C,17,39.0,13.0,10.0,16.0,16.0,10.0,12.0,1.0,25.0,28.0,1.0,10.0
MITCHELL,TORREY,C,17,22.0,6.0,8.0,8.0,8.0,5.0,9.0,0.0,20.0,20.0,0.0,2.0
STUART,BRAD,D,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWRY,ADAM,L,17,33.0,14.0,7.0,12.0,11.0,13.0,9.0,0.0,24.0,24.0,0.0,9.0
MCCARTHY,JOHN,L,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUMA,LANCE,L,17,6.0,2.0,0.0,4.0,0.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0
MARTIN,MATT,L,17,8.0,4.0,3.0,1.0,1.0,3.0,4.0,0.0,8.0,8.0,0.0,0.0
LUCIC,MILAN,L,17,22.0,14.0,7.0,1.0,7.0,11.0,4.0,0.0,20.0,20.0,2.0,0.0
RUST,BRYAN,R,17,10.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,9.0,10.0,0.0,0.0
VRBATA,RADIM,R,17,20.0,6.0,8.0,6.0,5.0,7.0,5.0,3.0,15.0,19.0,1.0,0.0
DOWNIE,STEVE,R,17,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0
SIMMONDS,WAYNE,R,17,25.0,9.0,7.0,9.0,4.0,7.0,12.0,2.0,17.0,21.0,4.0,0.0
O'NEILL,BRIAN,C,18,4.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
LITTLE,BRYAN,C,18,20.0,8.0,5.0,7.0,2.0,8.0,10.0,0.0,15.0,16.0,1.0,3.0
STEPHENSON,CHANDLER,C,18,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0
MCCLEMENT,JAY,C,18,32.0,10.0,9.0,13.0,9.0,16.0,7.0,0.0,27.0,27.0,0.0,5.0
ANDERSSON,JOAKIM,C,18,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
STAJAN,MATT,C,18,34.0,13.0,7.0,14.0,16.0,8.0,9.0,1.0,30.0,31.0,0.0,3.0
CARTER,RYAN,C,18,17.0,4.0,2.0,11.0,6.0,6.0,4.0,1.0,12.0,12.0,0.0,5.0
STROME,RYAN,C,18,35.0,11.0,8.0,16.0,15.0,7.0,12.0,1.0,31.0,33.0,2.0,0.0
MATTHIAS,SHAWN,C,18,13.0,4.0,0.0,9.0,5.0,3.0,5.0,0.0,9.0,9.0,0.0,4.0
STAAL,MARC,D,18,20.0,2.0,1.0,17.0,8.0,6.0,6.0,0.0,17.0,17.0,0.0,3.0
NEAL,JAMES,L,18,49.0,25.0,11.0,13.0,21.0,14.0,12.0,2.0,44.0,47.0,2.0,0.0
MICHALEK,MILAN,L,18,8.0,6.0,1.0,1.0,3.0,3.0,2.0,0.0,8.0,8.0,0.0,0.0
PALAT,ONDREJ,L,18,32.0,13.0,8.0,11.0,9.0,10.0,13.0,0.0,25.0,27.0,2.0,3.0
VIRTANEN,JAKE,R,18,22.0,13.0,5.0,4.0,12.0,7.0,2.0,1.0,20.0,21.0,1.0,0.0
BROWN,MIKE,R,18,7.0,3.0,0.0,4.0,2.0,2.0,3.0,0.0,7.0,7.0,0.0,0.0
EAVES,PATRICK,R,18,16.0,3.0,7.0,6.0,5.0,5.0,6.0,0.0,16.0,16.0,0.0,0.0
SMITH,REILLY,R,18,51.0,15.0,22.0,14.0,17.0,20.0,14.0,0.0,37.0,37.0,1.0,13.0
BOURQUE,RENE,R,18,16.0,9.0,2.0,5.0,6.0,3.0,7.0,0.0,16.0,16.0,0.0,0.0
JACKMAN,TIM,R,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATTIE,TY,R,18,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
O'REILLY,CAL,C,19,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
JARNKROK,CALLE,C,19,32.0,13.0,5.0,14.0,17.0,7.0,8.0,0.0,24.0,26.0,0.0,6.0
STOLL,JARRET,C,19,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
THORNTON,JOE,C,19,69.0,40.0,8.0,21.0,17.0,22.0,30.0,0.0,65.0,68.0,1.0,0.0
TOEWS,JONATHAN,C,19,57.0,25.0,16.0,16.0,24.0,17.0,14.0,2.0,39.0,44.0,2.0,11.0
WEAL,JORDAN,C,19,5.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,5.0,5.0,0.0,0.0
PETAN,NIC,C,19,10.0,7.0,0.0,3.0,4.0,4.0,2.0,0.0,10.0,10.0,0.0,0.0
BACKSTROM,NICKLAS,C,19,42.0,18.0,12.0,12.0,16.0,11.0,15.0,0.0,35.0,39.0,2.0,1.0
PETAN,NICOLAS,C,19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
JOHANSEN,RYAN,C,19,20.0,10.0,4.0,6.0,6.0,4.0,9.0,1.0,18.0,20.0,0.0,0.0
ZAJAC,TRAVIS,C,19,49.0,20.0,10.0,19.0,11.0,21.0,16.0,1.0,31.0,35.0,5.0,9.0
BOUWMEESTER,JAY,D,19,11.0,1.0,0.0,10.0,4.0,4.0,3.0,0.0,7.0,7.0,0.0,4.0
SCHULTZ,JUSTIN,D,19,16.0,2.0,1.0,13.0,1.0,7.0,7.0,1.0,12.0,13.0,2.0,1.0
MAROON,PATRICK,L,19,10.0,4.0,2.0,4.0,4.0,3.0,3.0,0.0,10.0,10.0,0.0,0.0
BENNETT,BEAU,R,19,5.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0
JONES,DAVID,R,19,10.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,10.0,10.0,0.0,0.0
FAST,JESPER,R,19,35.0,15.0,9.0,11.0,11.0,14.0,10.0,0.0,27.0,27.0,1.0,7.0
LUPUL,JOFFREY,R,19,12.0,7.0,1.0,4.0,4.0,4.0,4.0,0.0,12.0,12.0,0.0,0.0
DOAN,SHANE,R,19,33.0,17.0,7.0,9.0,13.0,12.0,8.0,0.0,23.0,24.0,3.0,6.0
CLENDENING,ADAM,D,2,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
PARDY,ADAM,D,2,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
SEKERA,ANDREJ,D,2,37.0,4.0,3.0,30.0,8.0,12.0,16.0,1.0,25.0,29.0,3.0,5.0
BODNARCHUK,ANDREW,D,2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BITETTO,ANTHONY,D,2,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
SMITH,BRENDAN,D,2,10.0,1.0,3.0,6.0,4.0,3.0,3.0,0.0,9.0,10.0,0.0,0.0
HAMHUIS,DAN,D,2,24.0,2.0,5.0,17.0,8.0,6.0,10.0,0.0,20.0,21.0,0.0,3.0
PHANEUF,DION,D,2,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
KEITH,DUNCAN,D,2,22.0,5.0,3.0,14.0,10.0,5.0,6.0,1.0,17.0,19.0,2.0,1.0
COWEN,JARED,D,2,7.0,0.0,1.0,6.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0
MOORE,JOHN,D,2,23.0,2.0,3.0,18.0,9.0,5.0,9.0,0.0,15.0,16.0,3.0,4.0
JOKIPAKKA,JYRKI,D,2,7.0,1.0,0.0,6.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
BIEKSA,KEVIN,D,2,13.0,4.0,1.0,8.0,6.0,3.0,4.0,0.0,12.0,12.0,1.0,0.0
RUSSELL,KRIS,D,2,4.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
GREENE,MATT,D,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNWICK,MATT,D,2,24.0,3.0,3.0,18.0,8.0,6.0,8.0,2.0,18.0,20.0,0.0,4.0
NISKANEN,MATT,D,2,34.0,13.0,2.0,19.0,15.0,10.0,9.0,0.0,23.0,23.0,9.0,2.0
HOLDEN,NICK,D,2,21.0,2.0,0.0,19.0,11.0,6.0,4.0,0.0,17.0,17.0,0.0,4.0
LEDDY,NICK,D,2,40.0,7.0,3.0,30.0,13.0,17.0,10.0,0.0,34.0,35.0,3.0,2.0
GROSSMANN,NICKLAS,D,2,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
KREIDER,CHRIS,C,20,23.0,11.0,5.0,7.0,10.0,4.0,9.0,0.0,22.0,23.0,0.0,0.0
EAKIN,CODY,C,20,42.0,13.0,11.0,18.0,8.0,12.0,21.0,1.0,34.0,36.0,1.0,5.0
